# gene_name	gene_id	chr_hg38	start_hg38	end_hg38	strand_hg38	tss_hg38	LociDriverhg38	DisttoTSS	ISM	SumISMPearsonRtoCAGE,adult,brain	DriverPearsonRtoCAGE,adult,brain	DecreasedFractionofSumPearsonRWithoutDrivertoCAGE,adult,brain	IncreasedFractionofSumPearonRbyrankedDrivertoCAGE,adult,brain	NIndividualsWithSNV	FractionIndividualsWithSNV	IsMainDriver	ISMFractionofISMmaxinSNV	eQTL	maxeQTLgene	PearsonRGenotypetoObs	RefseqforwardCAGE,adult,brain	MaxISM+-1000TSS	StdISM+-1000ISM
PREB	ENSG00000138073	2	27130756	27134675	-	27134675	27126352	-8323	-0.08444	0.25	0.23	0.05	0.06	58	5.0	False	-0.069	-0.002495	1.020101	-0.003	25.914507	5.424943923950195	0.34481415687388256
PREB	ENSG00000138073	2	27130756	27134675	-	27134675	27132103	-2572	0.0348	0.25	0.32	0.19	0.2	321	27.6	False	0.028	-0.118562	1.020101	-0.325	25.914507	5.424943923950195	0.34481415687388256
PREB	ENSG00000138073	2	27130756	27134675	-	27134675	27133123	-1552	0.06751	0.25	0.32	0.36	0.39	321	27.6	False	0.055	-0.118562	1.020101	-0.325	25.914507	5.424943923950195	0.34481415687388256
PREB	ENSG00000138073	2	27130756	27134675	-	27134675	27133410	-1265	0.14308	0.25	0.46	0.74	0.74	328	28.3	True	0.117	-0.119795	1.020101	-0.3334	25.914507	5.424943923950195	0.34481415687388256
PREB	ENSG00000138073	2	27130756	27134675	-	27134675	27134644	-31	0.32081	0.25	0.2	0.2	0.38	3	0.3	False	0.261	-0.172101	1.020101	-0.0453	25.914507	5.424943923950195	0.34481415687388256
PREB	ENSG00000138073	2	27130756	27134675	-	27134675	27140243	5568	-0.01264	0.25	0.31	0.07	0.07	847	73.0	False	-0.01	0.027757	1.020101	0.1074	25.914507	5.424943923950195	0.34481415687388256
ASNSD1	ENSG00000138381	2	189661385	189670831	+	189661385	189661498	113	0.93333	0.99	0.96	1.92	0.97	1070	92.2	True	1.0	0.164936	1.269456	0.4552	3.6482608	2.832708954811096	0.1752287023566028
SIRT3	ENSG00000142082	11	215458	236931	-	236931	207275	-29656	0.09871	0.56	0.45	0.08	0.08	536	46.2	False	0.057	0.035486	0.84579	0.1161	29.879475	5.739906311035156	0.4609102355018113
SIRT3	ENSG00000142082	11	215458	236931	-	236931	234102	-2829	-0.08389	0.56	0.47	0.07	0.07	1074	92.5	False	-0.049	-0.033415	0.84579	-0.1093	29.879475	5.739906311035156	0.4609102355018113
SIRT3	ENSG00000142082	11	215458	236931	-	236931	236871	-60	-0.19339	0.56	0.33	0.17	0.24	1077	92.8	False	-0.112	-0.034738	0.84579	-0.1133	29.879475	5.739906311035156	0.4609102355018113
SIRT3	ENSG00000142082	11	215458	236931	-	236931	237312	381	-0.24267	0.56	-0.13	0.22	0.24	1077	92.8	False	-0.141	-0.034738	0.84579	-0.1133	29.879475	5.739906311035156	0.4609102355018113
SIRT3	ENSG00000142082	11	215458	236931	-	236931	237737	806	0.26765	0.56	-0.29	0.17	0.1	451	38.8	False	0.155	0.056794	0.84579	0.1773	29.879475	5.739906311035156	0.4609102355018113
SIRT3	ENSG00000142082	11	215458	236931	-	236931	237875	944	-0.13817	0.56	0.56	0.11	0.11	1077	92.8	False	-0.08	-0.034738	0.84579	-0.1133	29.879475	5.739906311035156	0.4609102355018113
SIRT3	ENSG00000142082	11	215458	236931	-	236931	244106	7175	-0.21443	0.56	0.19	0.19	0.28	1076	92.7	False	-0.124	-0.034539	0.84579	-0.113	29.879475	5.739906311035156	0.4609102355018113
SIRT3	ENSG00000142082	11	215458	236931	-	236931	244108	7177	-0.32554	0.56	-0.43	0.3	0.15	1076	92.7	False	-0.189	-0.034539	0.84579	-0.113	29.879475	5.739906311035156	0.4609102355018113
SIRT3	ENSG00000142082	11	215458	236931	-	236931	244115	7184	-0.16081	0.56	0.43	0.13	0.18	1076	92.7	False	-0.093	-0.034539	0.84579	-0.113	29.879475	5.739906311035156	0.4609102355018113
SIRT3	ENSG00000142082	11	215458	236931	-	236931	244141	7210	-0.23725	0.56	0.03	0.21	0.29	1076	92.7	False	-0.138	-0.034539	0.84579	-0.113	29.879475	5.739906311035156	0.4609102355018113
SIRT3	ENSG00000142082	11	215458	236931	-	236931	244167	7236	-0.14319	0.56	0.49	0.12	0.15	1076	92.7	False	-0.083	-0.035028	0.84579	-0.1146	29.879475	5.739906311035156	0.4609102355018113
SIRT3	ENSG00000142082	11	215458	236931	-	236931	244171	7240	-0.2731	0.56	-0.34	0.25	0.19	1076	92.7	False	-0.158	-0.035028	0.84579	-0.1146	29.879475	5.739906311035156	0.4609102355018113
SIRT3	ENSG00000142082	11	215458	236931	-	236931	244197	7266	-0.13242	0.56	0.61	0.11	0.09	1076	92.7	False	-0.077	-0.034539	0.84579	-0.113	29.879475	5.739906311035156	0.4609102355018113
SIRT3	ENSG00000142082	11	215458	236931	-	236931	252818	15887	-1.13339	0.56	-0.48	0.62	0.4	211	18.2	True	-0.657	-0.043739	0.84579	-0.097	29.879475	5.739906311035156	0.4609102355018113
SIRT3	ENSG00000142082	11	215458	236931	-	236931	269147	32216	-0.06807	0.56	0.52	0.07	0.06	872	75.1	False	-0.039	-0.062036	0.84579	-0.2353	29.879475	5.739906311035156	0.4609102355018113
PGGHG	ENSG00000142102	11	289135	296107	+	289135	283928	-5207	0.08478	0.62	0.19	0.25	0.38	916	78.9	False	0.095	-0.009274	3.455854	-0.0088	2.8861337	3.8557701110839844	0.14774280509978224
PGGHG	ENSG00000142102	11	289135	296107	+	289135	286621	-2514	0.04423	0.62	0.55	0.11	0.14	348	30.0	False	0.05	-0.246838	3.455854	-0.1778	2.8861337	3.8557701110839844	0.14774280509978224
PGGHG	ENSG00000142102	11	289135	296107	+	289135	288115	-1020	-0.01688	0.62	0.55	0.05	0.06	780	67.2	False	-0.019	-0.036108	3.455854	-0.0328	2.8861337	3.8557701110839844	0.14774280509978224
PGGHG	ENSG00000142102	11	289135	296107	+	289135	288505	-630	-0.04976	0.62	0.46	0.1	0.16	526	45.3	False	-0.056	0.421474	3.455854	0.3444	2.8861337	3.8557701110839844	0.14774280509978224
PGGHG	ENSG00000142102	11	289135	296107	+	289135	289133	-2	-0.88995	0.62	0.39	0.17	0.63	2	0.2	True	-1.0	0.0	3.455854	nan	2.8861337	3.8557701110839844	0.14774280509978224
PGGHG	ENSG00000142102	11	289135	296107	+	289135	289156	21	0.58584	0.62	0.43	0.03	0.08	3	0.3	False	0.658	-0.402565	3.455854	-0.0263	2.8861337	3.8557701110839844	0.14774280509978224
PGGHG	ENSG00000142102	11	289135	296107	+	289135	289553	418	-0.08273	0.62	0.31	0.27	0.2	773	66.6	False	-0.093	-0.054797	3.455854	-0.0497	2.8861337	3.8557701110839844	0.14774280509978224
PGGHG	ENSG00000142102	11	289135	296107	+	289135	293785	4650	-0.03449	0.62	0.5	0.06	0.05	540	46.5	False	-0.039	0.436123	3.455854	0.3618	2.8861337	3.8557701110839844	0.14774280509978224
PGGHG	ENSG00000142102	11	289135	296107	+	289135	295527	6392	-0.01695	0.62	0.51	0.07	0.07	1094	94.2	False	-0.019	0.47239	3.455854	0.3897	2.8861337	3.8557701110839844	0.14774280509978224
PGGHG	ENSG00000142102	11	289135	296107	+	289135	308059	18924	-0.05527	0.62	0.36	0.07	0.07	327	28.2	False	-0.062	0.016231	3.455854	0.0107	2.8861337	3.8557701110839844	0.14774280509978224
GALM	ENSG00000143891	2	38665910	38741237	+	38665910	38665997	87	0.56215	0.74	0.56	0.12	0.76	12	1.0	True	1.0	-0.030479	1.945653	-0.0067	7.3581767	3.9240763187408447	0.220071185028512
GALM	ENSG00000143891	2	38665910	38741237	+	38665910	38666808	898	-0.21771	0.74	0.89	0.13	0.39	276	23.8	False	-0.387	0.493988	1.945653	0.4996	7.3581767	3.9240763187408447	0.220071185028512
FAM171A1	ENSG00000148468	10	15211643	15371062	-	15371062	15371072	10	5.20887	0.97	0.91	0.32	0.94	935	80.5	True	1.0	-0.072427	0.619062	-0.2259	47.188114	14.717247009277344	1.1596843199067013
FRA10AC1	ENSG00000148690	10	93667883	93702572	-	93702572	93643216	-59356	-0.02932	0.8	0.49	-0.01	0.08	869	74.8	False	-0.046	-0.240658	1.568016	-0.4846	10.192457	4.868795394897461	0.21510894906380165
FRA10AC1	ENSG00000148690	10	93667883	93702572	-	93702572	93672293	-30279	-0.03755	0.8	-0.09	0.0	0.09	157	13.5	False	-0.059	-0.100846	1.568016	-0.0997	10.192457	4.868795394897461	0.21510894906380165
FRA10AC1	ENSG00000148690	10	93667883	93702572	-	93702572	93672843	-29729	-0.02807	0.8	0.61	0.02	0.07	1080	93.0	False	-0.044	-0.116828	1.568016	-0.1991	10.192457	4.868795394897461	0.21510894906380165
FRA10AC1	ENSG00000148690	10	93667883	93702572	-	93702572	93676847	-25725	0.04984	0.8	0.04	0.01	0.06	37	3.2	False	0.078	0.194196	1.568016	0.0917	10.192457	4.868795394897461	0.21510894906380165
FRA10AC1	ENSG00000148690	10	93667883	93702572	-	93702572	93685148	-17424	-0.09352	0.8	-0.64	-0.0	0.07	56	4.8	False	-0.147	-0.045688	1.568016	-0.0261	10.192457	4.868795394897461	0.21510894906380165
FRA10AC1	ENSG00000148690	10	93667883	93702572	-	93702572	93694924	-7648	-0.04172	0.8	0.62	-0.01	0.17	902	77.7	False	-0.066	-0.271855	1.568016	-0.5496	10.192457	4.868795394897461	0.21510894906380165
FRA10AC1	ENSG00000148690	10	93667883	93702572	-	93702572	93696273	-6299	-0.03622	0.8	0.17	-0.01	0.38	902	77.7	False	-0.057	-0.271583	1.568016	-0.548	10.192457	4.868795394897461	0.21510894906380165
FRA10AC1	ENSG00000148690	10	93667883	93702572	-	93702572	93701718	-854	-0.04753	0.8	0.74	0.05	0.34	1080	93.0	False	-0.075	-0.119184	1.568016	-0.2031	10.192457	4.868795394897461	0.21510894906380165
FRA10AC1	ENSG00000148690	10	93667883	93702572	-	93702572	93702478	-94	-0.08086	0.8	-0.09	0.17	0.67	1110	95.6	False	-0.127	-0.162559	1.568016	-0.2542	10.192457	4.868795394897461	0.21510894906380165
FRA10AC1	ENSG00000148690	10	93667883	93702572	-	93702572	93704789	2217	-0.03279	0.8	0.36	-0.01	0.26	907	78.1	False	-0.051	-0.27818	1.568016	-0.5605	10.192457	4.868795394897461	0.21510894906380165
FRA10AC1	ENSG00000148690	10	93667883	93702572	-	93702572	93704993	2421	-0.07418	0.8	0.54	-0.01	0.79	907	78.1	True	-0.116	-0.27818	1.568016	-0.5605	10.192457	4.868795394897461	0.21510894906380165
FRA10AC1	ENSG00000148690	10	93667883	93702572	-	93702572	93707752	5180	-0.04839	0.8	0.47	0.04	0.6	958	82.5	False	-0.076	-0.29601	1.568016	-0.5893	10.192457	4.868795394897461	0.21510894906380165
FRA10AC1	ENSG00000148690	10	93667883	93702572	-	93702572	93710744	8172	-0.02913	0.8	0.54	0.01	0.07	950	81.8	False	-0.046	-0.264547	1.568016	-0.5255	10.192457	4.868795394897461	0.21510894906380165
FRA10AC1	ENSG00000148690	10	93667883	93702572	-	93702572	93710842	8270	-0.03155	0.8	0.47	0.01	0.15	951	81.9	False	-0.05	-0.26387	1.568016	-0.5237	10.192457	4.868795394897461	0.21510894906380165
FRA10AC1	ENSG00000148690	10	93667883	93702572	-	93702572	93733571	30999	-0.03011	0.8	0.43	-0.0	0.14	875	75.4	False	-0.047	-0.240403	1.568016	-0.4951	10.192457	4.868795394897461	0.21510894906380165
COMMD7	ENSG00000149600	20	32702691	32743997	-	32743997	32742607	-1390	-0.00065	0.82	0.69	0.04	0.08	796	68.6	False	-0.018	0.05893	0.658348	0.22	0.123314485	0.6496650129556656	0.013962285014526335
COMMD7	ENSG00000149600	20	32702691	32743997	-	32743997	32743524	-473	-0.0187	0.82	0.96	2.01	1.01	795	68.5	True	-0.509	0.058592	0.658348	0.2185	0.123314485	0.6496650129556656	0.013962285014526335
COMMD7	ENSG00000149600	20	32702691	32743997	-	32743997	32756706	12709	-0.00046	0.82	0.7	0.04	0.05	745	64.2	False	-0.012	0.048875	0.658348	0.1803	0.123314485	0.6496650129556656	0.013962285014526335
COMMD7	ENSG00000149600	20	32702691	32743997	-	32743997	32774055	30058	-0.00054	0.82	0.56	0.04	0.08	734	63.2	False	-0.015	0.048018	0.658348	0.1786	0.123314485	0.6496650129556656	0.013962285014526335
COMMD7	ENSG00000149600	20	32702691	32743997	-	32743997	32775387	31390	-0.00046	0.82	0.65	0.04	0.06	733	63.1	False	-0.012	0.047281	0.658348	0.1756	0.123314485	0.6496650129556656	0.013962285014526335
COMMD7	ENSG00000149600	20	32702691	32743997	-	32743997	32797646	53649	-0.00049	0.82	0.52	0.03	0.07	788	67.9	False	-0.013	0.051551	0.658348	0.1942	0.123314485	0.6496650129556656	0.013962285014526335
TMCO3	ENSG00000150403	13	113490995	113554590	+	113490995	113490884	-111	-0.39413	0.7	0.83	0.61	1.09	227	19.6	True	-0.228	-0.130896	0.964808	-0.2497	8.287542	5.852027893066406	0.2817233899435813
TMCO3	ENSG00000150403	13	113490995	113554590	+	113490995	113491133	138	0.20095	0.7	0.95	0.01	0.11	167	14.4	False	0.116	0.047721	0.964808	0.0796	8.287542	5.852027893066406	0.2817233899435813
TMCO3	ENSG00000150403	13	113490995	113554590	+	113490995	113493494	2499	-0.23149	0.7	0.87	0.01	0.06	133	11.5	False	-0.134	-0.002451	0.964808	-0.0036	8.287542	5.852027893066406	0.2817233899435813
EXT2	ENSG00000151348	11	44095549	44245429	+	44095549	44095572	23	0.72668	0.97	0.91	0.09	0.06	955	82.3	False	0.324	-0.077812	0.810581	-0.3169	23.642006	6.298452377319336	0.5289977276521898
EXT2	ENSG00000151348	11	44095549	44245429	+	44095549	44096348	799	1.22199	0.97	0.86	0.37	0.88	1049	90.4	True	0.545	-0.073882	0.810581	-0.2862	23.642006	6.298452377319336	0.5289977276521898
INPP1	ENSG00000151689	2	190343470	190371665	+	190343470	190344069	599	-0.66628	0.97	0.97	-0.01	1.0	464	40.0	True	-0.838	0.094282	0.974714	0.2364	9.5357895	8.607368469238281	0.5169034440112388
HAUS1	ENSG00000152240	18	46104332	46128333	+	46104332	46104364	32	0.82351	0.92	0.92	0.07	0.09	116	10.0	False	0.617	0.257281	1.521159	0.2463	7.8201494	3.800626754760742	0.28981760739899826
HAUS1	ENSG00000152240	18	46104332	46128333	+	46104332	46104399	67	1.33521	0.92	0.32	0.05	0.34	76	6.5	False	1.0	0.244522	1.521159	0.1927	7.8201494	3.800626754760742	0.28981760739899826
HAUS1	ENSG00000152240	18	46104332	46128333	+	46104332	46104691	359	1.05651	0.92	0.83	0.19	0.56	281	24.2	True	0.791	0.104343	1.521159	0.1493	7.8201494	3.800626754760742	0.28981760739899826
ATG10	ENSG00000152348	5	81972025	82276857	+	81972025	81972251	226	1.48705	0.96	0.94	0.41	0.27	531	45.7	False	0.629	0.294729	1.471539	0.5567	11.932944	8.9102783203125	0.640224729022763
ATG10	ENSG00000152348	5	81972025	82276857	+	81972025	81972475	450	-1.74994	0.96	0.69	0.21	0.65	228	19.6	True	-0.741	-0.365947	1.471539	-0.4834	11.932944	8.9102783203125	0.640224729022763
GPR180	ENSG00000152749	13	94601903	94634645	+	94601903	94596312	-5591	-0.69665	0.97	0.96	0.01	0.08	644	55.5	False	-0.359	0.050592	2.297006	0.1406	24.648716	7.856159210205078	0.739719477878159
GPR180	ENSG00000152749	13	94601903	94634645	+	94601903	94601777	-126	-1.94289	0.97	0.87	0.05	0.9	1006	86.6	True	-1.0	0.083407	2.297006	0.2362	24.648716	7.856159210205078	0.739719477878159
ANKRD29	ENSG00000154065	18	23598926	23662885	-	23662885	23648683	-14202	0.0903	0.94	0.87	0.16	0.06	969	83.5	False	0.274	0.086215	1.977929	0.1998	1.9853517	2.887191653251648	0.15117765039215067
ANKRD29	ENSG00000154065	18	23598926	23662885	-	23662885	23661992	-893	0.23452	0.94	0.21	0.04	0.17	8	0.7	False	0.71	0.054127	1.977929	0.0154	1.9853517	2.887191653251648	0.15117765039215067
ANKRD29	ENSG00000154065	18	23598926	23662885	-	23662885	23662340	-545	0.13878	0.94	0.8	0.26	0.56	1119	96.4	True	0.42	0.078152	1.977929	0.1435	1.9853517	2.887191653251648	0.15117765039215067
ANKRD29	ENSG00000154065	18	23598926	23662885	-	23662885	23662647	-238	-0.33017	0.94	0.19	0.02	0.21	3	0.3	False	-1.0	-0.180548	1.977929	-0.0363	1.9853517	2.887191653251648	0.15117765039215067
SRSF12	ENSG00000154548	6	89095959	89118081	-	89118081	89073216	-44865	0.32048	0.88	0.65	0.05	0.11	64	5.5	False	0.252	0.039321	1.279483	0.0338	8.773336	5.817200660705566	0.45385636541998986
SRSF12	ENSG00000154548	6	89095959	89118081	-	89118081	89117612	-469	0.43652	0.88	0.55	0.06	0.32	310	26.7	True	0.343	0.023812	1.279483	0.0417	8.773336	5.817200660705566	0.45385636541998986
SRSF12	ENSG00000154548	6	89095959	89118081	-	89118081	89117997	-84	-0.51818	0.88	0.26	0.16	0.28	101	8.7	False	-0.407	-0.114394	1.279483	-0.1182	8.773336	5.817200660705566	0.45385636541998986
SRSF12	ENSG00000154548	6	89095959	89118081	-	89118081	89118336	255	0.15123	0.88	0.85	-0.0	0.2	1081	93.1	False	0.119	0.097306	1.279483	0.2234	8.773336	5.817200660705566	0.45385636541998986
FLCN	ENSG00000154803	17	17212212	17237188	-	17237188	17237369	181	-3.47443	0.94	0.94	0.01	1.0	1105	95.2	True	-1.0	0.130087	1.322387	0.2131	26.218145	9.816925048828125	0.6873013801408298
VOPP1	ENSG00000154978	7	55436056	55572988	-	55572988	55572999	11	0.0496	0.98	0.4	0.01	0.29	37	3.2	False	0.349	-0.130058	0.614121	-0.1144	0.5037982	0.6472874283790588	0.03664519177495182
VOPP1	ENSG00000154978	7	55436056	55572988	-	55572988	55573294	306	-0.02442	0.98	0.86	0.02	0.38	1068	92.0	True	-0.172	0.051575	0.614121	0.1818	0.5037982	0.6472874283790588	0.03664519177495182
VOPP1	ENSG00000154978	7	55436056	55572988	-	55572988	55599006	26018	-0.02468	0.98	0.49	0.05	0.12	1136	97.8	False	-0.174	0.016022	0.614121	0.0467	0.5037982	0.6472874283790588	0.03664519177495182
PTPRN2	ENSG00000155093	7	157539056	158587788	-	158587788	158586775	-1013	0.74857	0.96	0.94	0.03	0.06	554	47.7	False	0.186	0.062322	1.155834	0.1217	60.48577	15.684867858886719	1.0595708606240686
PTPRN2	ENSG00000155093	7	157539056	158587788	-	158587788	158587744	-44	-3.01496	0.96	0.87	0.36	0.7	332	28.6	True	-0.748	-0.161179	1.155834	-0.2507	60.48577	15.684867858886719	1.0595708606240686
PTPRN2	ENSG00000155093	7	157539056	158587788	-	158587788	158587774	-14	-4.02824	0.96	0.2	0.02	0.21	10	0.9	False	-1.0	-0.020606	1.155834	-0.0054	60.48577	15.684867858886719	1.0595708606240686
PDIA4	ENSG00000155660	7	149003062	149028641	-	149028641	149028509	-132	-1.25419	0.95	0.93	1.1	0.91	419	36.1	True	-0.523	0.16466	1.490304	0.2411	20.88903	6.466888427734375	0.6161936564320994
DRAM2	ENSG00000156171	1	111117333	111140216	-	111140216	111139496	-720	1.41586	0.96	0.86	0.6	0.7	547	47.1	True	0.29	0.199998	1.048904	0.4499	33.418755	6.598857879638672	0.6513144091918786
DRAM2	ENSG00000156171	1	111117333	111140216	-	111140216	111139685	-531	-0.43836	0.96	0.88	0.03	0.1	221	19.0	False	-0.09	-0.040992	1.048904	-0.0591	33.418755	6.598857879638672	0.6513144091918786
DRAM2	ENSG00000156171	1	111117333	111140216	-	111140216	111140110	-106	-4.88967	0.96	0.18	0.03	0.19	3	0.3	False	-1.0	0.06402	1.048904	0.013	33.418755	6.598857879638672	0.6513144091918786
DRAM2	ENSG00000156171	1	111117333	111140216	-	111140216	111197723	57507	0.57438	0.96	0.92	0.07	0.09	1102	94.9	False	0.117	0.030175	1.048904	0.0606	33.418755	6.598857879638672	0.6513144091918786
RWDD2B	ENSG00000156253	21	29004384	29019378	-	29019378	29018988	-390	-0.1662	0.97	0.92	0.18	0.62	1067	91.9	True	-0.272	-0.49249	1.539947	-0.6962	7.91923	4.8052451610565186	0.2434944877894057
RWDD2B	ENSG00000156253	21	29004384	29019378	-	29019378	29019337	-41	-0.4225	0.97	0.29	0.03	0.1	5	0.4	False	-0.691	0.015803	1.539947	0.0017	7.91923	4.8052451610565186	0.2434944877894057
RWDD2B	ENSG00000156253	21	29004384	29019378	-	29019378	29019363	-15	0.61114	0.97	0.17	0.01	0.18	1	0.1	False	1.0	-0.653533	1.539947	-0.0496	7.91923	4.8052451610565186	0.2434944877894057
DHRS1	ENSG00000157379	14	24290598	24299833	-	24299833	24299746	-87	1.86889	0.95	0.9	-0.02	0.95	891	76.7	True	1.0	-0.163684	1.136497	-0.362	39.998405	18.633434295654297	0.956865785740748
SLC38A10	ENSG00000157637	17	81245000	81295547	-	81295547	81285617	-9930	-0.00745	0.7	0.53	0.19	0.73	237	20.4	True	-0.257	0.143282	1.316716	0.2097	0.5411404	1.26540869474411	0.03444307535722273
SLC38A10	ENSG00000157637	17	81245000	81295547	-	81295547	81291901	-3646	-0.00535	0.7	0.66	0.08	0.2	486	41.9	False	-0.184	0.008464	1.316716	0.0169	0.5411404	1.26540869474411	0.03444307535722273
SLC38A10	ENSG00000157637	17	81245000	81295547	-	81295547	81294762	-785	-0.00338	0.7	0.74	0.06	0.06	944	81.3	False	-0.116	0.073207	1.316716	0.1737	0.5411404	1.26540869474411	0.03444307535722273
SLC38A10	ENSG00000157637	17	81245000	81295547	-	81295547	81295134	-413	0.00244	0.7	0.76	0.06	0.06	160	13.8	False	0.084	0.02796	1.316716	0.0336	0.5411404	1.26540869474411	0.03444307535722273
SLC38A10	ENSG00000157637	17	81245000	81295547	-	81295547	81295806	259	-0.00355	0.7	0.7	0.04	0.09	550	47.4	False	-0.122	0.085271	1.316716	0.1873	0.5411404	1.26540869474411	0.03444307535722273
SLC38A10	ENSG00000157637	17	81245000	81295547	-	81295547	81297254	1707	-0.00314	0.7	0.75	0.08	0.07	252	21.7	False	-0.108	0.153854	1.316716	0.2401	0.5411404	1.26540869474411	0.03444307535722273
SLC38A10	ENSG00000157637	17	81245000	81295547	-	81295547	81297326	1779	-0.00189	0.7	0.69	0.04	0.06	249	21.4	False	-0.065	0.154701	1.316716	0.2396	0.5411404	1.26540869474411	0.03444307535722273
SLC38A10	ENSG00000157637	17	81245000	81295547	-	81295547	81329549	34002	-0.00366	0.7	0.68	0.05	0.11	139	12.0	False	-0.126	0.080431	1.316716	0.0935	0.5411404	1.26540869474411	0.03444307535722273
ALG8	ENSG00000159063	11	78100936	78139660	-	78139660	78139778	118	-2.28862	0.96	0.96	0.78	0.99	819	70.5	True	-1.0	0.096807	1.544831	0.3314	18.772818	10.34041690826416	0.5564401402128203
FTCD	ENSG00000160282	21	46136262	46155567	-	46155567	46138672	-16895	-0.09397	0.94	0.81	0.04	0.09	848	73.0	False	-0.099	0.031004	3.813894	0.0266	2.9934337	2.8661845177412033	0.27912727706025936
FTCD	ENSG00000160282	21	46136262	46155567	-	46155567	46153782	-1785	-0.13899	0.94	0.76	0.2	0.29	918	79.1	True	-0.147	0.035291	3.813894	0.0307	2.9934337	2.8661845177412033	0.27912727706025936
FTCD	ENSG00000160282	21	46136262	46155567	-	46155567	46153784	-1783	0.25114	0.94	0.44	0.07	0.27	115	9.9	False	0.265	-0.196438	3.813894	-0.0728	2.9934337	2.8661845177412033	0.27912727706025936
ZNF761	ENSG00000160336	19	53431993	53458261	+	53431993	53432116	123	-0.18623	0.91	0.85	0.0	0.06	195	16.8	False	-0.392	-0.042101	1.327033	-0.0525	5.853298	2.0395421981811523	0.1425026129624914
ZNF761	ENSG00000160336	19	53431993	53458261	+	53431993	53432568	575	-0.23427	0.91	0.77	-0.01	0.79	872	75.1	True	-0.493	-0.164022	1.327033	-0.3369	5.853298	2.0395421981811523	0.1425026129624914
ZNF714	ENSG00000160352	19	21082159	21125270	+	21082159	21082567	408	-0.40516	0.94	0.96	0.25	0.19	1128	97.2	False	-0.436	-0.262608	1.820198	-0.2953	10.540829	3.927351951599121	0.3183039569787261
ZNF714	ENSG00000160352	19	21082159	21125270	+	21082159	21082953	794	-0.60762	0.94	0.97	0.74	0.95	1128	97.2	True	-0.654	-0.262608	1.820198	-0.2953	10.540829	3.927351951599121	0.3183039569787261
SH2B2	ENSG00000160999	7	102285091	102321711	+	102285091	102284988	-103	-0.03937	0.98	0.95	0.11	0.12	834	71.8	False	-0.206	-0.212741	1.988981	-0.2961	0.61840653	0.6741054058074951	0.06510147146256133
SH2B2	ENSG00000160999	7	102285091	102321711	+	102285091	102285028	-63	-0.07119	0.98	0.83	0.11	0.13	111	9.6	False	-0.372	-0.147153	1.988981	-0.0972	0.61840653	0.6741054058074951	0.06510147146256133
SH2B2	ENSG00000160999	7	102285091	102321711	+	102285091	102285033	-58	-0.19133	0.98	0.67	0.15	0.68	43	3.7	True	-1.0	-0.057496	1.988981	-0.0223	0.61840653	0.6741054058074951	0.06510147146256133
SNHG16	ENSG00000163597	17	76557766	76565348	+	76557766	76558657	891	-0.60298	0.97	0.93	0.01	0.14	741	63.8	False	-0.388	-0.223617	0.984001	-0.5043	19.415697	17.82069969177246	0.8575776351718745
SNHG16	ENSG00000163597	17	76557766	76565348	+	76557766	76559024	1258	-0.63258	0.97	0.79	0.04	0.82	442	38.1	True	-0.407	-0.248753	0.984001	-0.4752	19.415697	17.82069969177246	0.8575776351718745
